destinasi,nama_hotel,jenis,alamat,kota,provinsi,latitude,longitude,harga,rating,jumlah_ulasan,jumlah_foto,kasta_bintang,foto_url,website,maps_url,google_maps_link,fasilitas_sarapan,jarak_ke_pusat_km,saingan_radius_1km,total_demand_area,is_nature_view,is_premium,indeks_investasi,skor_popularitas,foto_per_ulasan,log_ulasan,indeks_investasi_clipped,indeks_investasi_clipped_scaled,saingan_radius_1km_scaled,total_demand_area_scaled,skor_popularitas_scaled,jarak_ke_atraksi_terdekat_km,nama_atraksi_terdekat,jumlah_atraksi_radius_5km,klaster_dbscan,status_ocean,koef_jarak_ke_pusat_km,koef_saingan_radius_1km,koef_foto_per_ulasan,koef_jarak_ke_atraksi_terdekat_km,koef_jumlah_atraksi_radius_5km,r2_lokal,model_dipakai,competition_score,accessibility_score,review_scaled,demand_score,quality_score,jarak_atraksi_score,kepadatan_atraksi_score,ecosystem_score,opportunity_score,investor_interest_index,cluster_label,market_segment,rekomendasi_investasi
Mandalika,Kampung Homestay,Bed & breakfast,"475R+CP4, Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.892034524667759,116.29110362843184,11.0,4.4,9.0,10,Bed & breakfast,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2T2lnuot7kbXfIL2C_Q8fVqA_x_pbiseA8kTQFDK4sWL-hygZvoymaAqABrWTwg_74_owxcjkeutY7EFC3Tg-F1_fPGmc4wF2wQ9kWAH_9z3YEsCTgMnUyU5aWDIVs5fmHdJiCTsP3MhU=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Kampung%20Homestay&query_place_id=ChIJe3vP0UupzS0RBG_ewo0HXDw,https://www.google.com/maps/search/?api=1&query=Kampung%20Homestay&query_place_id=ChIJe3vP0UupzS0RBG_ewo0HXDw,0,0.9429149786391368,122,6243.0,0,0,50.75609756097561,10.131374409173803,1.0,2.302585092994046,50.75609756097561,0.1852863138025395,0.7052023121387283,0.2682392369167311,0.2320588160263639,0.8037507295702226,Masjid Nurul Bilad Mandalika Kuta,24,0,Red Ocean (Padat/Jenuh),-5.697897514726094,-0.4679276635655397,-1.1820858218939123,-1.0094273807468164,-1.4251220242584777,0.5715396772430126,GWR (Lokal),70.52023121387283,97.30463551843278,0.000550526058233423,0.0550526058233423,0,99.96439809910032,12.83422459893048,56.3993113490154,20.953969832135613,74.84747059356468,1,Emerging Opportunity,Perlu Kajian
Mandalika,Surf Garden Lombok,Hotel,"Jl. Putri Pantai Mandalika Jl. Gerupuk, Sengkol, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.91547867592261,116.34706244494063,,4.0,71.0,302,2-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4yAxhUYT_20NCu9UoPr3Jco1W1j33t4-PvZHGnR2Lx3jZwrRPXbGj7lnqM6ah0fa8TzRxspbc10pVV2IvOJ1z22YBqX2m4XHpbwlz7iWyohyThOgDiFIhycw_WjezmWMV146y=w408-h408-k-no,,https://www.google.com/maps/search/?api=1&query=Surf%20Garden%20Lombok&query_place_id=ChIJ_5drwLgAzS0RH3twl6eKsV8,https://www.google.com/maps/search/?api=1&query=Surf%20Garden%20Lombok&query_place_id=ChIJ_5drwLgAzS0RH3twl6eKsV8,0,7.474346970920269,57,1012.0,0,0,17.448275862068964,17.10666447606422,4.194444444444445,4.276666119016055,17.448275862068964,0.0636953365614589,0.3294797687861271,0.0434819970782847,0.3918276182628462,0.7006599220249623,Turmuzi Surf Gerupuk - Lombok Surf Lessons,21,2,Red Ocean (Padat/Jenuh),-2.941486076597703,-1.2550104083845777,-1.1445431840674676,-0.3790367313614335,-1.0262747312568514,0.3732508320086397,GWR (Lokal),32.947976878612714,78.63424613595178,0.004343038903841448,0.43430389038414485,0,99.9689644759369,11.22994652406417,55.59945550000054,23.663068205716264,65.38077577676643,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,VILLA VALITO,Hotel,"Kawasan Tanjung Ocean View - Sukadana, Jl. Sengkol, Kuta, Kec. Pujut, Lombok, Nusa Tenggara Bar. 83573, Indonesia",Lombok,West Nusa Tenggara,-8.890999474455503,116.3168432870078,62.0,4.9,92.0,292,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5lEpdKOjaO3uVXO30Yt5ncFQAnOGh7FVEpOa6aDmz0AofJ3xD2wJ4oVesIUA_gXNaerGMzJ4mqruZD3Iq-fu9ImksQj3BtowlufoceNpbiHePlGjngGeOMbAakgcdfKBiEDvCHA=w408-h426-k-no,https://www.villavalito.com/,https://www.google.com/maps/search/?api=1&query=VILLA%20VALITO&query_place_id=ChIJSd1OnEupzS0RgforUAjzNM8,https://www.google.com/maps/search/?api=1&query=VILLA%20VALITO&query_place_id=ChIJSd1OnEupzS0RgforUAjzNM8,0,3.7630077040635546,14,661.0,0,0,44.06666666666667,22.20973751645096,3.139784946236559,4.532599493153256,44.06666666666667,0.1608663908493552,0.0809248554913294,0.028400790581765,0.5087133476833202,0.6444699268119373,The_Mandalika,31,0,Red Ocean (Padat/Jenuh),-3.633011366957721,-1.3760873965071612,-1.177828342372806,-0.8527971696431067,-1.5934059149922926,0.45510551175819,GWR (Lokal),8.092485549132949,89.24327480295713,0.005627599706386102,0.5627599706386102,0,99.97145339515964,16.577540106951872,58.27449675105576,29.823795404581933,71.84830908296358,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,Tunak Hills,Hotel,"TWA Gunung Tunak, Jl. Bumbang, Mertak, Kec. Pujut, Mandalika, Nusa Tenggara Bar. 83573, Indonesia",Mandalika,West Nusa Tenggara,-8.911295981900377,116.38092644210798,,5.0,1.0,35,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfqWvTTrhWEJEGJ14sNc6YTFaahot7JoToURitaW6zE3ZKiIbmWU-Sxnn35xs-7cWZWPuPRRkhGhzKaXojjPGnGvYe__gK5a2LGn4yIIIBVytzEToyYYpcnT5v8DxXWKvVa70=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Tunak%20Hills&query_place_id=ChIJz-Pn-c0BzS0RKvPew1zG1Cg,https://www.google.com/maps/search/?api=1&query=Tunak%20Hills&query_place_id=ChIJz-Pn-c0BzS0RKvPew1zG1Cg,0,10.968285185588847,5,984.0,1,0,164.0,3.4657359027997265,17.5,0.6931471805599453,164.0,0.5986858116330012,0.0289017341040462,0.0422789378705852,0.0793825731615965,0.0112834240996986,Bukit Tunak,12,1,Red Ocean (Padat/Jenuh),-3.102340975311692,-1.3635052891938253,-1.0830759039677904,-0.7408190070210527,-0.9515135539606884,0.3550074610351509,GWR (Lokal),2.8901734104046244,68.64666806374868,6.116956202593589e-05,0.006116956202593589,50,99.99950020406598,6.41711229946524,53.20830625176561,38.32780116039206,59.90389450595421,3,Luxury / Premium Segment,Perlu Kajian
Mandalika,The Habitat Villas and Hotel,Hotel,"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.890181602247198,116.29220981349242,,4.9,58.0,65,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVBSOLeCxJpsEYWNAyVO9fY7GwpkCkBt_6dmE8YNs4DCnSP0b0w6Kdtln3N2qH2o0xhtK52bKpUGEl6R9cuGOFUtIbJ6BIwaOn3iDd_80iVGOyWrWkItlFu8mSv5Jd7u3fVO7hXg=w426-h240-k-no,http://www.thehabitatlombok.com/,https://www.google.com/maps/search/?api=1&query=The%20Habitat%20Villas%20and%20Hotel&query_place_id=ChIJKxatAkupzS0RxqeW2N76z0w,https://www.google.com/maps/search/?api=1&query=The%20Habitat%20Villas%20and%20Hotel&query_place_id=ChIJKxatAkupzS0RxqeW2N76z0w,0,1.1155901035348397,116,4327.0,0,0,36.98290598290598,19.97993347513803,1.1016949152542372,4.07753744390572,36.98290598290598,0.1350069578348966,0.6705202312138728,0.1859156139898599,0.4576397554045331,0.894721760120277,Masjid Nurul Bilad Mandalika Kuta,24,0,Red Ocean (Padat/Jenuh),-6.048953922539674,-0.2920736200661953,-1.1852817027593003,-0.9858790816155902,-0.9734463592138076,0.5574755544596247,GWR (Lokal),67.05202312138728,96.81103597972805,0.003547834597504282,0.3547834597504282,0,99.96036856420196,12.83422459893048,56.397296581566216,21.48947594114611,74.61076763181153,1,Emerging Opportunity,Perlu Kajian
Mandalika,Putri Nyale Bungalows & Rooms,Hotel,"475V+C2Q, Jl. Pariwisata Pantai Kuta, Rangkep I, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.891425271371759,116.29261536009668,7.0,4.3,38.0,105,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGG6mYmyzPamtj7K96PLbZ3fHZzZVB9ARHzWJbR6r623NRNFRObieA21mNO1XhLeGN_RN78SYIA8-EP_2nAJxPwr-0_IETjJOjslGBhNJ5JTiiWfOeH6T8HZC37UXgb_nFXBc6mH6wyZ-ae=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Putri%20Nyale%20Bungalows%20%26%20Rooms&query_place_id=ChIJSYRblKSpzS0RCvYtWQBq7-o,https://www.google.com/maps/search/?api=1&query=Putri%20Nyale%20Bungalows%20%26%20Rooms&query_place_id=ChIJSYRblKSpzS0RCvYtWQBq7-o,0,1.1192243031686175,113,4013.0,0,0,35.20175438596491,15.753315078357478,2.6923076923076925,3.6635616461296463,35.20175438596491,0.1285048225333351,0.653179190751445,0.1724241643035146,0.3608291923614753,0.9518039852671456,Masjid Nurul Bilad Mandalika Kuta,24,0,Red Ocean (Padat/Jenuh),-6.136363414649674,-0.5778555004593732,-1.185762648785931,-0.9411268553648048,-1.177329363502895,0.5589278253442566,GWR (Lokal),65.3179190751445,96.80064745813944,0.0023244433569855638,0.23244433569855638,0,99.95784012391812,12.83422459893048,56.3960323614243,21.710952266586098,74.60330685601737,1,Emerging Opportunity,Perlu Kajian
Mandalika,Villa Teraum,Hotel,"4859+56G, Sukadana, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.891601375186356,116.3193101460965,63.0,4.9,51.0,215,Hotel,https://images.trvl-media.com/lodging/112000000/111050000/111040400/111040301/07c6660a_z.jpg,https://www.villavalito.com/,https://www.google.com/maps/search/?api=1&query=Villa%20Teraum&query_place_id=ChIJEeDZMr-pzS0ROFDoFcxjAWo,https://www.google.com/maps/search/?api=1&query=Villa%20Teraum&query_place_id=ChIJEeDZMr-pzS0ROFDoFcxjAWo,0,4.028923885531292,15,703.0,0,0,43.9375,19.361094221049,4.134615384615385,3.951243718581428,43.9375,0.1603948649306402,0.0867052023121387,0.0302053793933144,0.4434652615190337,0.4045133516136218,The_Mandalika,31,0,Red Ocean (Padat/Jenuh),-3.892474485073338,-1.413359549473424,-1.1791020974309117,-0.8830496311410776,-1.5620729607378143,0.4458636497641653,GWR (Lokal),8.670520231213873,88.48314154933487,0.0031196476633227306,0.31196476633227305,0,99.98208220070364,16.577540106951872,58.27981115382776,29.54942597376616,71.47747071846666,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,Villa Alasa,Hotel,"Jl. Sengkol Jl. Tj. Ocean View, Sukadana, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.891230644334291,116.31722588050629,,4.6,96.0,173,3-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxZeoGBHqFY21WnFCVaOJhYp37tS7zG5cQpumG6I2QY8UgOdFCFLSBedircl6w55u57xsXlF5Z5PI-vdjym6FPHbgG_3qZZ0lZR8a8JIo4uj7bT6nXIsBJww1krWr1lVIqpC9E=w480-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Villa%20Alasa&query_place_id=ChIJb-RGia73aS4RZ28R0CXWPBg,https://www.google.com/maps/search/?api=1&query=Villa%20Alasa&query_place_id=ChIJb-RGia73aS4RZ28R0CXWPBg,0,3.8033844046208976,14,657.0,0,0,43.8,21.04367050111556,1.7835051546391754,4.574710978503383,43.8,0.1598929179849113,0.0809248554913294,0.0282289249806651,0.4820046189306736,0.595916933852845,The_Mandalika,31,0,Red Ocean (Padat/Jenuh),-3.725270886411834,-1.3957124233546438,-1.1787303829750884,-0.8583835812542391,-1.6051680335322671,0.4540111059556859,GWR (Lokal),8.092485549132949,89.12785620527804,0.005872277954489845,0.5872277954489845,0,99.97360403562581,16.577540106951872,58.27557207128884,29.81414555844311,71.79304743215413,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,Villa Sarang,Hotel,"Tanjung Ocean View, Jalan, Sukadana, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.891590693279024,116.31792750661494,,4.8,33.0,90,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeWphpu700hY5Di8DYK6kfN0pou8Bp55TfHYDioVklsnC2sFWU4VdD0a4z5hmQ7wj5Fzt2CmUyeJUPJYYHYHmIpaTA-WDSIVP-itQaCkpWLVHlYmC6rLkCqheMB54jOiZDU1Ps=w408-h243-k-no,https://www.villasarang.com/,https://www.google.com/maps/search/?api=1&query=Villa%20Sarang&query_place_id=ChIJz1YD87-pzS0RckPbEXeG0EI,https://www.google.com/maps/search/?api=1&query=Villa%20Sarang&query_place_id=ChIJz1YD87-pzS0RckPbEXeG0EI,0,3.877959757184719,14,720.0,0,0,48.0,16.926530518157573,2.647058823529412,3.5263605246161616,48.0,0.1752251155999027,0.0809248554913294,0.0309358081979891,0.3877016555543603,0.509916701355864,The_Mandalika,31,0,Red Ocean (Padat/Jenuh),-3.816284618439919,-1.4196728730326522,-1.1808803596400237,-0.8673558042448515,-1.6180045002284342,0.4503455349518269,GWR (Lokal),8.092485549132949,88.91467923698872,0.0020185955468558846,0.20185955468558844,0,99.97741339049425,16.577540106951872,58.27747674872306,29.66712994420096,71.6846380396018,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,Kuta Mountain Bungalows,Hotel,"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.89058172298999,116.29229262955016,16.0,4.7,28.0,112,2-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrdmPqAT7QmY1x-BjJD4Uko-Gp6OVOPRFyl4KllnYsLAnl9J2hrgvU8u7tkmQTiRcpkJvzaW47hkj_yp27y53j-KP_qGeebb_iJBQRvxdq2ux23jk9s1V0Ptozlf8PQEQbxmvB=w519-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Kuta%20Mountain%20Bungalows&query_place_id=ChIJ40ABg9mpzS0RXR4CnxhhMOk,https://www.google.com/maps/search/?api=1&query=Kuta%20Mountain%20Bungalows&query_place_id=ChIJ40ABg9mpzS0RXR4CnxhhMOk,0,1.1093542729026116,116,4357.0,1,0,37.23931623931624,15.82629040093643,3.8620689655172415,3.367295829986474,37.23931623931624,0.1359429894353234,0.6705202312138728,0.1872046059981094,0.3625006898575583,0.9059618446563016,Masjid Nurul Bilad Mandalika Kuta,24,0,Red Ocean (Padat/Jenuh),-6.02637758517326,-0.3806098773360802,-1.1862634044261968,-0.9806497826767652,-1.0481427869522626,0.5586775688225198,GWR (Lokal),67.05202312138728,96.82886137945118,0.001712747736726205,0.1712747736726205,50,99.9598706879811,12.83422459893048,56.397047643455785,33.93702246384811,75.1708780940734,3,Luxury / Premium Segment,Perlu Kajian
Mandalika,Nusa & Flux Villa,Hotel,"Jl. Tj. Ocean View No.Kel, Sukadana, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.892972053443586,116.3191929439042,,5.0,19.0,85,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFS4Lewxrzo7OlRP1TmQplM-7Yw4T0EOz_nPPiB5DoHjoK2pREp0byVLlUk91zmjJnIKzXqrIm29ZnYjOSoEObb4ZUlP0IDd5JdWBgOWd07dAgb09_RcWv7K5JW5zjXM9D_WspXzU_fZpDV=w408-h271-k-no,https://www.nusaflux.com/,https://www.google.com/maps/search/?api=1&query=Nusa%20%26%20Flux%20Villa&query_place_id=ChIJDcK4mL-pzS0RLkUlgnnaonk,https://www.google.com/maps/search/?api=1&query=Nusa%20%26%20Flux%20Villa&query_place_id=ChIJDcK4mL-pzS0RLkUlgnnaonk,0,4.0101305832036696,14,734.0,0,0,48.93333333333333,14.978661367769954,4.25,2.995732273553991,48.93333333333333,0.1786322706254564,0.0809248554913294,0.0315373378018389,0.3430857731915554,0.3082121025726017,The_Mandalika,31,0,Red Ocean (Padat/Jenuh),-4.035243511380541,-1.4803120589820886,-1.175186397510411,-0.9029955002491208,-1.6825732342136714,0.4494727582921172,GWR (Lokal),8.092485549132949,88.53686304144473,0.0011622216784927819,0.11622216784927819,0,99.98634783605392,16.577540106951872,58.2819439715029,29.58610646565242,71.50177851274752,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,Villa Mandalika Lombok,Hotel,"Jl. Sengkol Rangkap 1 Kuta, Mandalika, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.89295079802149,116.29712428142118,63.0,4.4,39.0,165,4-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjB8MzT8aoJK3CHs4QyQFij1ncuJ8yKNgjj18zESh4OjE_2zuGUdiz9GU-dyEfAyII2IWHApEJUo9oL4yZg3PX4QRnLOuSC6gzLbE1cnG-p7Sbxmm6O7PIGoGHW28TCtoKEXmdHQ=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=Villa%20Mandalika%20Lombok&query_place_id=ChIJT-nRFN-pzS0RwdOm_ou3GyE,https://www.google.com/maps/search/?api=1&query=Villa%20Mandalika%20Lombok&query_place_id=ChIJT-nRFN-pzS0RwdOm_ou3GyE,0,1.5871986916657987,111,4683.0,0,0,41.8125,16.23106959810132,4.125,3.688879454113936,41.8125,0.1526375030421028,0.6416184971098265,0.2012116524877545,0.3717721447907737,0.6940379640075174,Mandalika Circuit Podium,25,0,Red Ocean (Padat/Jenuh),-7.852982817421787,-1.2279441439947525,-1.1879481742960205,-0.5179179633424226,-1.2088164235516905,0.5298562750833437,GWR (Lokal),64.16184971098265,95.46292181625928,0.0023856129190114998,0.23856129190114997,0,99.96925779360919,13.36898395721925,56.66912087541422,21.767465465986106,74.08589427840334,1,Emerging Opportunity,Perlu Kajian
Mandalika,GANI HOMESTAY,Lodging,"475V+923, Jl. Pariwisata Pantai Kuta, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.891610994142546,116.2925243153838,12.0,3.5,24.0,69,Lodging,https://cdn.worldota.net/t/1024x768/content/36/8a/368ab243975d17501034462e6cadf51178b040ed.JPEG,,https://www.google.com/maps/search/?api=1&query=GANI%20HOMESTAY&query_place_id=ChIJ5_fuezepzS0RjS8nqBYjYkY,https://www.google.com/maps/search/?api=1&query=GANI%20HOMESTAY&query_place_id=ChIJ5_fuezepzS0RjS8nqBYjYkY,0,1.1046365069867723,115,4117.0,0,0,35.491379310344826,11.266065387038704,2.76,3.218875824868201,35.491379310344826,0.1295621050511493,0.6647398843930635,0.176892669932113,0.2580488776157074,0.945584742621361,Masjid Nurul Bilad Mandalika Kuta,24,0,Red Ocean (Padat/Jenuh),-6.083550569176082,-0.5924596187393728,-1.1861474842150792,-0.9462604162943496,-1.2253700648435295,0.5605468914396883,GWR (Lokal),66.47398843930635,96.84234732353943,0.0014680694886224613,0.14680694886224613,0,99.9581156034321,12.83422459893048,56.39617010118129,21.51814694764802,74.62240513637789,1,Emerging Opportunity,Perlu Kajian
Mandalika,Maeza Homestay,Bed & breakfast,"Jl. Sengkol No.45, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.89188480209552,116.2954433952467,,5.0,5.0,5,Bed & breakfast,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpIL51S9uw2X1Ksyjl8uDCkAlZWruOH4R_UMWKTAEdV9PsRxLYU3MMF7lR9zVzLiwVnQ40j5jorZh4Yef6MUO025piIlZKqTelEj0Tk5fEuyUKgdT4jFk1IOg5B9VIHanrwNCF=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Maeza%20Homestay&query_place_id=ChIJl27JJwCpzS0RfMuVs8eXoB4,https://www.google.com/maps/search/?api=1&query=Maeza%20Homestay&query_place_id=ChIJl27JJwCpzS0RfMuVs8eXoB4,0,1.414006827153409,111,4800.0,0,0,42.85714285714285,8.958797346140274,0.8333333333333334,1.791759469228055,42.85714285714285,0.1564509960713417,0.6416184971098265,0.2062387213199278,0.2052009748334806,0.9125798248411504,Mandalika Circuit Podium,25,0,Red Ocean (Padat/Jenuh),-7.343769449554641,-0.9768616184889108,-1.1892499816149025,-0.6698218378712185,-1.0504592742765002,0.5385012476493313,GWR (Lokal),64.16184971098265,95.9579984781836,0.0003058478101296795,0.030584781012967948,0,99.95957754650573,13.36898395721925,56.66428075186249,21.77788197494278,74.32131468090502,1,Emerging Opportunity,Perlu Kajian
Mandalika,Sisca Homestay,Homestay,"Jalan kuta awang rangkap 1 kuta pujut, Kuta, lombok, Nusa Tenggara Bar. 83573, Indonesia",lombok,West Nusa Tenggara,-8.890565892192745,116.29582433617269,13.0,5.0,1.0,15,Homestay,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7hP6uI3st6H-NdEDOfqf4YPWDqMxq-m0QkaitApDQT_EJdZ41Acx5gd15WNIRZak_5StSSQLOG5cVnj9c-HYTmKwfPAlbiwW80BrZSQAfrsVNVa1X4CKUSmKc4ybT7PmBoDXQJZnUrPU3=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Sisca%20Homestay&query_place_id=ChIJM9QdL7OpzS0RIIx4gRh9NYk,https://www.google.com/maps/search/?api=1&query=Sisca%20Homestay&query_place_id=ChIJM9QdL7OpzS0RIIx4gRh9NYk,0,1.481290872660712,111,2818.0,0,0,25.160714285714285,3.4657359027997265,7.5,0.6931471805599453,25.160714285714285,0.0918497722768835,0.6416184971098265,0.1210793159749076,0.0793825731615965,0.9542121497718928,Mandalika Circuit Podium,25,0,Red Ocean (Padat/Jenuh),-7.524974944154859,-0.8677834451828398,-1.190656739589553,-0.6219893199245062,-0.7303382008401403,0.527830292707377,GWR (Lokal),64.16184971098265,95.76566403600698,6.116956202593589e-05,0.006116956202593589,0,99.95773345498347,13.36898395721925,56.66335870610136,21.741414847444837,74.22694735108372,1,Emerging Opportunity,Perlu Kajian
Mandalika,Ramay Homestay,Lodge,"474R+PF6, Resort Pantai Putri Nyale, Jalan Mandalika, Pujut, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.893193360778454,116.29114899887232,,3.4,31.0,14,Lodge,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElYrUuIzrCTG1zx3ZCIsoDghGEBZAQJIFn2H7luZg2XKloRRBlKfjasiTncqqan-hTaguGyIeH8bYAYx0CN7SgMyh1T-L06KWor4JyHMydsBcbpxJ9cLwJ-rJ4VUip5zZhQKdjVw=w408-h306-k-no,,https://www.google.com/maps/search/?api=1&query=Ramay%20Homestay&query_place_id=ChIJ4R1VcdipzS0R1j-YcL3v8-g,https://www.google.com/maps/search/?api=1&query=Ramay%20Homestay&query_place_id=ChIJ4R1VcdipzS0R1j-YcL3v8-g,0,0.929689812848866,120,7972.0,0,0,65.88429752066116,11.78350206951907,0.4375,3.4657359027997265,65.88429752066116,0.2405121593599217,0.6936416184971098,0.3425281429921801,0.2699007487494281,0.8509772279511457,Masjid Nurul Bilad Mandalika Kuta,24,0,Red Ocean (Padat/Jenuh),-5.662784323320651,-0.7112631496055126,-1.1793738138051508,-0.9731404160531576,-1.650114478094834,0.5734122122022939,GWR (Lokal),69.36416184971098,97.34244024414133,0.0018962564228040127,0.18962564228040127,0,99.96230621531926,12.83422459893048,56.39826540712487,21.173109073986133,74.86731982094673,1,Emerging Opportunity,Perlu Kajian
Mandalika,Jojos Homestay,Hotel,"4853+VQC, Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.890368408199208,116.30431776118216,,3.9,15.0,13,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtbTD8SMZ12A2mAvFRkN9Qyw1PHWyo2Z9s9U2k-KTgV0N33_7tavxvaTlLaUsDX8Y9sAheOeBvo4m56vJmE5AtMxrIzPSCM_mDWyj-wurq34F3Y2H30YXLh7lFyINED8pTvU4jkw=w408-h612-k-no,https://jojoshomestay.my.canva.site/,https://www.google.com/maps/search/?api=1&query=Jojos%20Homestay&query_place_id=ChIJz8tuVgCpzS0RUTuu6ASSsjg,https://www.google.com/maps/search/?api=1&query=Jojos%20Homestay&query_place_id=ChIJz8tuVgCpzS0RUTuu6ASSsjg,0,2.4024549937754616,37,2499.0,0,0,65.76315789473684,10.813096016735146,0.8125,2.772588722239781,65.76315789473684,0.2400699363399983,0.2138728323699421,0.1073730342871874,0.2476736282641811,0.5320843520203503,Pertamina Mandalika International Circuit,30,0,Red Ocean (Padat/Jenuh),-4.531668413974569,-1.0743589761057548,-1.1687868486428474,-0.7179549968920435,-0.8803529561653959,0.4880985192513636,GWR (Lokal),21.38728323699422,93.13247534986458,0.0009175434303890384,0.09175434303890384,0,99.97643148096297,16.0427807486631,58.00960611481304,28.192186954286132,73.60405894637337,0,Isolated Eco-Tourism,Perlu Kajian
Mandalika,Tania Homestay - Standard Double Room,House,"Sengkol, Pujut, Central Lombok Regency, West Nusa Tenggara, Indonesia",Central Lombok Regency,West Nusa Tenggara,-8.910080701657115,116.34162279778074,14.0,0.0,0.0,10,House,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/629569795.jpg?k=ad74191874fc036d72c9a1e5d3f6455b14e10425accd077ff0d41c503ffacc85&o=&a=2344045&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2gnQFZXS3VUD1EBCg1QQQteVh1hFwER?lat=-8.91008&lng=116.34164&language=de,https://www.google.com/maps/search/?api=1&query=Tania%20Homestay%20-%20Standard%20Double%20Room&query_place_id=ChIJr7MiubgAzS0RYrDWXgovcFY,https://www.google.com/maps/search/?api=1&query=Tania%20Homestay%20-%20Standard%20Double%20Room&query_place_id=ChIJr7MiubgAzS0RYrDWXgovcFY,0,6.725835275605986,54,783.0,0,0,14.236363636363636,0.0,10.0,0.0,14.236363636363636,0.0519701763313348,0.3121387283236994,0.0336426914153132,0.0,0.0124103067961077,Snapper Surf Corner,25,2,Red Ocean (Padat/Jenuh),-3.193214331423211,-1.3223330350147564,-1.160407274740451,-0.4846477762527087,-1.1976862745944168,0.3787968579834827,GWR (Lokal),31.213872832369944,80.77390016976463,0.0,0.0,0,99.99945028913015,13.36898395721925,56.684217123174705,24.43926923756161,66.9444219397828,0,Isolated Eco-Tourism,Perlu Kajian
